City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
311,Tazovskiy,RU,67.47,78.7,56.57,69,66,21.92,broken clouds,0.0,0
312,Acari,PE,-15.43,-74.62,61.05,67,55,4.92,broken clouds,0.0,0
313,Qui Nhon,VN,13.77,109.23,87.48,62,65,5.61,broken clouds,0.0,0
314,Port Hardy,CA,50.7,-127.42,59.0,87,75,4.7,light intensity shower rain,0.0,0
315,Surt,LY,31.21,16.59,73.4,83,0,7.38,clear sky,0.0,0
316,Ambon,ID,-3.7,128.18,82.0,13,32,18.43,light rain,0.0,0
317,Whyalla,AU,-33.03,137.58,57.2,50,0,9.17,clear sky,0.0,0
318,Kimbe,PG,-5.55,150.14,85.69,70,100,1.77,light rain,0.0,0
319,Puerto Madero,MX,14.72,-92.42,80.6,94,20,5.91,few clouds,0.0,0
320,Cascais,PT,38.7,-9.42,66.99,81,38,13.96,scattered clouds,0.0,0
321,Mlonggo,ID,-6.53,110.7,82.4,69,20,3.36,haze,0.0,0
322,Fagernes,NO,60.99,9.23,39.0,88,72,1.01,broken clouds,0.0,0
323,Tigre,AR,-34.43,-58.58,46.4,75,75,9.17,broken clouds,0.0,0
324,Boali,CF,4.8,18.13,75.2,100,20,2.51,few clouds,0.0,0
325,Monrovia,LR,6.3,-10.8,76.93,87,100,7.34,light rain,0.0,0
326,Hay River,CA,60.82,-115.8,64.4,52,75,9.17,broken clouds,0.0,0
327,Krasnyy Luch,UA,48.14,38.94,68.25,68,59,4.23,moderate rain,0.0,0
328,Nybro,SE,56.74,15.91,52.0,93,41,5.82,scattered clouds,0.0,0
329,Santiago,CL,-33.46,-70.65,46.4,87,75,3.36,broken clouds,0.0,0
330,Conceicao Do Araguaia,BR,-8.26,-49.26,77.0,69,0,2.24,clear sky,0.0,0
331,Buraydah,SA,26.33,43.98,84.2,30,0,9.17,clear sky,0.0,0
332,Flinders,AU,-34.58,150.86,62.01,70,5,3.58,clear sky,0.0,0
333,Nelson Bay,AU,-32.72,152.15,61.0,67,75,5.82,broken clouds,0.0,0
334,Brae,GB,60.4,-1.35,44.6,81,20,4.7,few clouds,0.0,0
335,North Bend,US,43.41,-124.22,68.0,72,20,9.17,few clouds,0.0,0
336,Iskateley,RU,67.68,53.15,62.33,66,10,2.82,clear sky,0.0,0
337,Boulder,US,40.08,-105.35,91.4,16,1,9.17,clear sky,0.0,0
338,Ibra,OM,22.69,58.53,85.28,59,99,3.96,overcast clouds,0.0,0
339,Chihuahua,MX,28.5,-106.0,89.6,27,75,3.36,broken clouds,0.0,0
340,Dingle,PH,11.0,122.67,87.24,68,90,8.12,overcast clouds,0.0,0
341,Ponta Delgada,PT,37.73,-25.67,66.2,77,20,5.82,few clouds,0.0,0
342,Pisco,PE,-13.7,-76.22,61.0,82,0,3.36,clear sky,0.0,0
343,Westport,US,41.14,-73.36,69.01,98,22,6.51,few clouds,0.0,0
344,Otane,NZ,-39.88,176.63,44.01,93,99,1.99,moderate rain,0.1,0
345,Faya,SA,18.39,42.45,68.0,64,20,2.28,few clouds,0.0,0
346,Poso,ID,-1.4,120.75,85.08,66,24,0.51,light rain,0.0,0
347,Casper,US,42.87,-106.31,87.8,9,1,21.92,clear sky,0.0,0
348,Payo,ID,-3.75,103.64,81.91,68,100,1.68,overcast clouds,0.0,0
349,Moerai,PF,-22.43,-151.33,68.81,68,24,22.79,few clouds,0.0,0
350,Tzucacab,MX,20.07,-89.05,83.14,63,0,5.08,clear sky,0.0,0
351,Havoysund,NO,71.0,24.66,48.2,81,75,1.12,broken clouds,0.0,0
352,Horqueta,PY,-23.34,-57.06,57.31,98,100,5.79,moderate rain,0.0,0
353,Mezen,RU,65.85,44.24,59.07,67,99,5.06,overcast clouds,0.0,0
354,Matay,EG,28.42,30.78,74.44,57,0,5.64,clear sky,0.0,0
355,Portland,US,45.52,-122.68,70.0,68,75,5.82,light rain,0.0,0
356,Koslan,RU,63.46,48.9,68.25,92,2,4.5,light rain,0.0,0
357,Vikarabad,IN,17.33,77.9,77.0,88,75,6.93,broken clouds,0.0,0
358,Sioux Lookout,CA,50.1,-91.92,77.0,47,20,4.7,few clouds,0.0,0
359,Lampazos De Naranjo,MX,27.02,-100.52,92.5,39,0,8.3,clear sky,0.0,0
360,Moncao,PT,42.08,-8.48,66.2,82,0,3.36,clear sky,0.0,0
361,Ferrol,ES,43.48,-8.24,66.0,82,1,10.36,clear sky,0.0,0
362,Baherden,TM,38.44,57.43,82.63,16,0,1.92,clear sky,0.0,0
363,Marawi,PH,8.0,124.29,84.0,75,28,4.0,scattered clouds,0.0,0
364,Tyler,US,32.35,-95.3,79.0,88,1,4.7,clear sky,0.0,0
365,Bako,ET,5.78,36.57,62.87,83,91,3.04,overcast clouds,0.0,0
366,Amparafaravola,MG,-17.58,48.22,56.46,93,35,6.58,scattered clouds,0.0,0
367,Inhambane,MZ,-23.86,35.38,66.47,80,0,11.05,clear sky,0.0,0
368,Booue,GA,-0.09,11.94,71.06,92,27,2.08,scattered clouds,0.0,0
369,Saint-Augustin,CA,51.23,-58.65,58.46,78,0,11.9,clear sky,0.0,0
370,Kiomboi,TZ,-4.27,34.37,57.45,74,94,5.06,overcast clouds,0.0,0
371,Pevek,RU,69.7,170.31,44.19,73,29,6.26,scattered clouds,0.0,0
372,Bulgan,MN,48.81,103.53,71.94,60,87,0.18,overcast clouds,0.0,0
373,Lindi,TZ,-10.0,39.72,68.43,92,21,5.95,few clouds,0.0,0
374,Puertollano,ES,38.69,-4.11,82.99,31,23,3.24,few clouds,0.0,0
375,Mayskiy,RU,47.69,40.1,75.2,44,20,6.71,few clouds,0.0,0
376,Tiarei,PF,-17.53,-149.33,82.4,69,20,8.05,few clouds,0.0,0
377,Binzhou,CN,37.37,118.02,90.0,59,27,1.99,scattered clouds,0.0,0
378,Maple Creek,CA,49.92,-109.48,64.87,79,87,6.42,overcast clouds,0.0,0
379,Siderno,IT,38.28,16.3,73.4,88,0,3.36,clear sky,0.0,0
380,Sembe,CG,1.65,14.58,69.42,92,100,1.45,overcast clouds,0.0,0
381,Vryburg,ZA,-26.96,24.73,44.58,50,0,6.04,clear sky,0.0,0
382,Russell,US,32.35,-85.2,80.6,88,20,3.36,few clouds,0.0,0
383,Husavik,IS,66.04,-17.34,46.4,75,40,5.82,scattered clouds,0.0,0
384,Daru,PG,-9.08,143.21,79.23,78,83,18.12,light rain,0.0,0
385,Makokou,GA,0.57,12.86,67.19,97,46,2.66,scattered clouds,0.0,0
386,Mount Isa,AU,-20.73,139.5,75.2,41,1,10.29,clear sky,0.0,0
387,Lieksa,FI,63.32,30.02,53.69,86,100,8.61,overcast clouds,0.0,0
388,Mount Gambier,AU,-37.83,140.77,46.4,100,90,5.82,overcast clouds,0.0,0
389,Chengde,CN,40.97,117.94,80.62,40,0,1.88,clear sky,0.0,0
390,Fairbanks,US,64.84,-147.72,77.0,33,75,12.75,broken clouds,0.0,0
391,Vanersborg,SE,58.38,12.32,48.2,87,72,9.17,broken clouds,0.0,0
392,Taltal,CL,-25.4,-70.48,55.44,69,3,5.3,clear sky,0.0,0
393,Martapura,ID,-3.42,114.85,84.2,79,90,8.05,light rain,0.0,0
394,Chenzhou,CN,25.8,113.03,88.95,58,98,9.22,overcast clouds,0.0,0
395,Rome,US,34.26,-85.16,77.0,78,1,5.03,clear sky,0.0,0
396,Tautira,PF,-17.73,-149.15,82.4,69,20,8.05,few clouds,0.0,0
397,Kiunga,PG,-6.12,141.29,78.33,85,97,4.83,overcast clouds,0.0,0
398,Sun City West,US,33.66,-112.34,108.0,15,0,1.99,clear sky,0.0,0
399,Tura,IN,25.52,90.22,80.38,86,65,5.86,light rain,0.0,0
400,Rovaniemi,FI,66.5,25.72,50.0,100,90,6.93,overcast clouds,0.0,0
401,Zhigansk,RU,66.77,123.37,64.26,47,0,8.43,clear sky,0.0,0
402,Henties Bay,NA,-22.12,14.28,54.0,95,0,4.0,clear sky,0.0,0
403,Chumikan,RU,54.72,135.31,52.16,75,70,9.44,broken clouds,0.0,0
404,Oktyabrskiy,RU,54.48,53.47,69.76,83,0,1.43,clear sky,0.0,0
405,Iberia,US,29.95,-91.75,82.4,88,40,6.93,scattered clouds,0.0,0
406,Derby,GB,52.92,-1.48,57.2,93,75,9.17,broken clouds,0.0,0
407,Lagos,NG,6.58,3.75,77.0,94,20,4.76,few clouds,0.0,0
408,Zeya,RU,53.75,127.27,77.0,39,61,3.18,broken clouds,0.0,0
409,Muros,ES,42.78,-9.06,66.99,74,0,1.99,clear sky,0.0,0
410,Noumea,NC,-22.28,166.46,73.4,53,28,17.22,scattered clouds,0.0,0
411,Beipiao,CN,41.79,120.78,81.93,34,0,2.66,clear sky,0.0,0
412,Codajas,BR,-3.84,-62.06,74.37,87,19,2.37,few clouds,0.0,0
413,Palu,ID,-0.89,119.87,84.94,66,87,1.61,light rain,0.0,0
414,Pangnirtung,CA,66.15,-65.71,45.63,75,100,1.77,overcast clouds,0.0,0
415,Kabare,CD,-2.47,28.82,58.12,74,8,0.92,clear sky,0.0,0
416,Pyay,MM,18.82,95.22,83.07,82,90,6.2,overcast clouds,0.0,0
417,Ojinaga,MX,29.57,-104.42,93.2,30,1,6.93,clear sky,0.0,0
418,Peleduy,RU,59.63,112.74,62.46,73,99,3.31,overcast clouds,0.0,0
419,Kalmunai,LK,7.42,81.82,82.4,76,100,3.44,overcast clouds,0.0,0
420,Union City,US,37.6,-122.02,75.0,63,1,16.11,clear sky,0.0,0
421,Fukue,JP,32.69,128.84,78.8,83,75,4.7,broken clouds,0.0,0
422,Hounde,BF,11.5,-3.52,75.09,77,58,9.51,broken clouds,0.0,0
423,Mandalgovi,MN,45.76,106.27,79.29,30,99,17.78,overcast clouds,0.0,0
424,Puerto Madryn,AR,-42.77,-65.04,46.17,62,90,28.5,overcast clouds,0.0,0
425,Banda Aceh,ID,5.56,95.32,81.64,75,100,11.23,overcast clouds,0.0,0
426,College,US,64.86,-147.8,77.0,41,75,9.17,broken clouds,0.0,0
427,Wakkanai,JP,45.41,141.67,68.0,94,75,8.05,light intensity shower rain,0.0,0
428,San Patricio,MX,19.22,-104.7,86.0,70,40,3.85,scattered clouds,0.0,0
429,Ratnagiri,IN,16.98,73.3,81.23,84,80,12.77,moderate rain,0.1,0
430,Marica,BR,-22.92,-42.82,71.6,94,6,2.24,clear sky,0.0,0
431,Bandarbeyla,SO,9.49,50.81,81.45,60,0,22.88,clear sky,0.0,0
432,Ewa Beach,US,21.32,-158.01,86.0,45,20,11.41,few clouds,0.0,0
433,Sayyan,YE,15.17,44.32,60.66,60,95,5.37,overcast clouds,0.0,0
434,Narasannapeta,IN,18.42,84.05,84.74,76,98,7.2,overcast clouds,0.0,0
435,Antsohihy,MG,-14.88,47.99,74.79,68,22,8.95,few clouds,0.0,0
436,Port Keats,AU,-14.25,129.55,81.54,34,1,9.01,clear sky,0.0,0
437,Torit,SS,4.41,32.57,67.37,90,72,2.35,light rain,0.0,0
438,Lyaskelya,RU,61.77,31.02,52.65,87,100,2.21,overcast clouds,0.0,0
439,Constitucion,CL,-35.33,-72.42,52.29,89,100,22.26,moderate rain,0.1,0
440,Lengshuijiang,CN,27.69,111.43,83.32,82,98,3.76,moderate rain,0.0,0
441,Baykit,RU,61.67,96.37,63.46,81,99,3.83,light rain,0.0,0
442,Gobabis,NA,-22.45,18.97,37.4,47,0,2.24,clear sky,0.0,0
443,Yar-Sale,RU,66.83,70.83,65.46,60,100,10.78,overcast clouds,0.0,0
444,Haapiti,PF,-17.57,-149.87,82.4,69,20,8.05,few clouds,0.0,0
445,Vyazma,RU,55.21,34.3,57.15,97,100,10.2,overcast clouds,0.0,0
446,Sibolga,ID,1.74,98.78,76.57,88,100,2.24,moderate rain,0.1,0
447,Tignere,CM,7.37,12.65,64.15,98,100,2.21,overcast clouds,0.0,0
448,Viedma,AR,-40.81,-63.0,42.6,68,100,13.94,overcast clouds,0.0,0
449,Evensk,RU,61.95,159.23,54.28,76,100,8.1,overcast clouds,0.0,0
450,Oshikango,NA,-17.4,15.88,49.06,43,0,7.4,clear sky,0.0,0
451,Waipawa,NZ,-41.41,175.52,46.4,81,100,32.21,light rain,0.0,0
452,Bauchi,NG,10.5,10.0,71.69,89,6,3.56,clear sky,0.0,0
453,Idrinskoye,RU,54.37,92.14,66.38,77,27,3.47,light rain,0.0,0
454,Mareeba,AU,-17.0,145.43,78.8,57,75,16.11,broken clouds,0.0,0
455,Mabaruma,GY,8.2,-59.78,74.08,96,92,2.26,overcast clouds,0.0,0
456,Manzil Salim,TN,35.86,8.48,64.4,52,0,2.24,clear sky,0.0,0
457,Bonavista,CA,48.65,-53.11,50.0,86,92,1.99,overcast clouds,0.0,0
458,Rio Grande,BR,-32.03,-52.1,51.91,90,100,18.81,moderate rain,0.1,0
459,Asyut,EG,27.18,31.18,78.8,31,0,11.41,clear sky,0.0,0
460,Flin Flon,CA,54.77,-101.86,71.2,49,96,3.04,overcast clouds,0.0,0
461,Launceston,AU,-41.45,147.17,44.01,80,90,3.36,overcast clouds,0.0,0
462,Temuco,CL,-38.73,-72.6,42.8,100,90,11.41,light rain,0.0,0
463,Muisne,EC,0.6,-80.03,74.21,88,99,11.14,overcast clouds,0.0,0
464,Lana,IT,46.61,11.16,52.0,100,90,4.7,fog,0.0,0
465,Joniskelis,LT,56.03,24.17,48.2,100,0,6.93,clear sky,0.0,0
466,Kapoeta,SS,4.77,33.59,72.64,85,96,3.67,overcast clouds,0.0,0
467,Verkhnyaya Toyma,RU,62.23,45.0,67.21,95,0,4.65,light rain,0.0,0
468,La Romana,DO,18.43,-68.97,77.0,94,75,8.99,broken clouds,0.0,0
469,Bemidji,US,47.47,-94.88,75.2,53,1,4.7,clear sky,0.0,0
470,Tilichiki,RU,60.47,166.1,55.44,74,100,11.68,overcast clouds,0.0,0
471,Chuchkovo,RU,54.27,41.45,67.8,67,52,10.38,broken clouds,0.0,0
472,Primorsko-Akhtarsk,RU,46.05,38.17,76.42,84,50,5.59,scattered clouds,0.0,0
473,Tuatapere,NZ,-46.13,167.68,39.0,83,98,3.0,light rain,0.0,0
474,Cairns,AU,-16.92,145.77,78.8,57,75,16.11,broken clouds,0.0,0
475,Satipo,PE,-11.25,-74.64,69.6,79,0,1.41,clear sky,0.0,0
476,Aswan,EG,24.09,32.91,84.25,19,0,10.63,clear sky,0.0,0
477,Kieta,PG,-6.22,155.63,85.21,64,99,5.3,overcast clouds,0.0,0
478,Eureka,US,40.8,-124.16,64.99,84,4,7.0,clear sky,0.0,0
479,Douentza,ML,15.0,-2.95,91.6,37,11,12.8,few clouds,0.0,0
480,Ryotsu,JP,38.08,138.43,75.2,88,75,4.7,broken clouds,0.0,0
481,Wau,SS,7.7,28.0,69.35,93,93,4.05,overcast clouds,0.0,0
482,Singkawang,ID,0.9,109.0,84.63,68,100,2.71,overcast clouds,0.0,0
483,Butembo,CD,0.15,29.28,57.85,99,100,1.66,light rain,0.0,0
484,Baishishan,CN,43.58,127.57,72.1,48,0,5.88,clear sky,0.0,0
485,Berea,US,41.37,-81.85,78.01,78,75,8.05,broken clouds,0.0,0
486,Vostok,RU,46.49,135.88,64.33,93,98,1.5,moderate rain,0.1,0
487,Praia Da Vitoria,PT,38.73,-27.07,68.0,94,40,3.22,scattered clouds,0.0,0
488,Guhagar,IN,17.48,73.19,80.83,85,74,11.79,light rain,0.0,0
489,Palimbang,PH,6.21,124.19,86.41,60,2,3.96,clear sky,0.0,0
490,Santander,ES,43.46,-3.8,64.99,82,1,4.7,clear sky,0.0,0
491,Kendari,ID,-3.94,122.5,82.69,76,70,0.65,light rain,0.0,0
492,Celestun,MX,20.87,-90.4,84.07,77,37,16.46,scattered clouds,0.0,0
493,Keti Bandar,PK,24.14,67.45,87.26,79,100,24.72,light rain,0.0,0
494,Tarakan,ID,3.3,117.63,80.91,78,100,4.99,light rain,0.0,0
495,Takestan,IR,36.07,49.7,68.0,45,13,2.24,few clouds,0.0,0
496,Codrington,AU,-38.27,141.97,53.94,73,0,5.68,clear sky,0.0,0
497,Charlestown,AU,-32.95,151.67,62.01,75,84,4.43,broken clouds,0.0,0
498,Shubarshi,KZ,48.59,57.19,73.98,64,15,9.31,light rain,0.0,0
499,Barcelos,PT,41.54,-8.62,64.99,93,75,6.93,broken clouds,0.0,0
500,Mayor Pablo Lagerenza,PY,-19.93,-60.77,54.64,84,100,10.18,overcast clouds,0.0,0
501,Lumby,CA,50.25,-118.97,66.2,59,75,5.82,broken clouds,0.0,0
502,Oksfjord,NO,70.24,22.35,50.0,87,93,3.36,overcast clouds,0.0,0
503,Sur,OM,22.57,59.53,87.31,65,97,7.47,overcast clouds,0.0,0
504,Vizinga,RU,61.07,50.1,71.51,80,33,6.31,scattered clouds,0.0,0
505,Emerald,AU,-23.53,148.17,72.0,46,0,9.17,clear sky,0.0,0
506,Vilhena,BR,-12.74,-60.15,67.55,57,30,2.71,scattered clouds,0.0,0
507,Margate,GB,51.38,1.39,59.0,97,100,1.99,moderate rain,0.0,0
508,Kautokeino,NO,69.01,23.04,47.28,91,100,14.65,moderate rain,0.0,0
509,Urengoy,RU,65.97,78.37,66.22,70,100,19.04,overcast clouds,0.0,0
510,Mulanje,MW,-16.03,35.5,57.81,84,22,1.81,few clouds,0.0,0
511,Los Llanos De Aridane,ES,28.66,-17.92,80.01,94,40,14.99,scattered clouds,0.0,0
512,Nogent-Le-Rotrou,FR,48.33,1.0,55.0,76,44,2.24,scattered clouds,0.0,0
513,Olinda,BR,-8.01,-34.86,73.4,88,40,3.36,scattered clouds,0.0,0
514,Seydi,TM,39.48,62.91,82.04,22,0,11.97,clear sky,0.0,0
515,Chake Chake,TZ,-5.25,39.77,75.43,85,36,10.6,scattered clouds,0.0,0
516,Sabang,ID,5.89,95.32,82.15,76,100,17.49,overcast clouds,0.0,0
517,Awjilah,LY,29.11,21.29,70.29,83,0,9.82,clear sky,0.0,0
518,Kayerkan,RU,69.35,87.76,55.4,76,0,6.71,clear sky,0.0,0
519,Plettenberg Bay,ZA,-34.05,23.37,52.09,70,0,4.9,clear sky,0.0,0
520,Road Town,VG,18.42,-64.62,80.6,83,75,9.17,broken clouds,0.0,0
521,Marinette,US,45.1,-87.63,77.0,83,1,5.82,clear sky,0.0,0
522,Natal,BR,-5.79,-35.21,73.4,88,0,5.82,clear sky,0.0,0
523,Ledyard,US,41.44,-72.01,69.8,100,90,9.17,moderate rain,0.0,0
524,Malinovoye Ozero,RU,51.68,79.78,70.93,59,77,5.95,broken clouds,0.0,0
525,Puerto Maldonado,PE,-12.6,-69.18,72.03,96,100,1.97,overcast clouds,0.0,0
526,Twante,MM,16.72,95.93,82.4,83,90,3.36,overcast clouds,0.0,0
527,Carauari,BR,-4.88,-66.9,73.0,94,63,0.76,broken clouds,0.0,0
528,Knyaze-Volkonskoye,RU,48.46,135.46,60.8,93,90,11.18,light intensity shower rain,0.0,0
529,New Ipswich,US,42.75,-71.85,70.0,83,76,1.01,broken clouds,0.0,0
530,Coria,ES,39.99,-6.54,79.0,48,93,1.03,overcast clouds,0.0,0
531,Moroto,UG,2.53,34.67,64.71,85,99,3.67,light rain,0.0,0
532,Roma,US,43.21,-75.46,77.0,69,1,4.7,clear sky,0.0,0
533,Tevriz,RU,57.51,72.4,72.0,69,0,3.15,clear sky,0.0,0
534,Fort Saint James,CA,54.43,-124.25,65.16,50,91,3.96,overcast clouds,0.0,0
535,Hueyapan,MX,18.87,-98.67,57.97,94,100,2.98,light rain,0.0,0
536,Xifeng,CN,42.74,124.72,78.6,35,0,6.42,clear sky,0.0,0
537,Kuliyapitiya,LK,7.47,80.04,82.4,88,40,4.7,scattered clouds,0.0,0
538,Matagami,CA,49.75,-77.63,69.8,88,1,0.87,clear sky,0.0,0
539,Roebourne,AU,-20.78,117.13,75.87,20,4,14.67,clear sky,0.0,0
540,Pyapon,MM,16.28,95.68,77.29,91,100,13.47,light rain,0.0,0
